#chrom	name	symbol	geneName	locus_type
chrX	HGNC:28855	ZNF630	zinc finger protein 630	gene with protein product
chrX	HGNC:19652	SSX6P	"SSX family member 6, pseudogene"	pseudogene
chrX	HGNC:19142	SPACA5B	sperm acrosome associated 5B	gene with protein product
chrX	HGNC:47670	RNU6-707P	"RNA, U6 small nuclear 707, pseudogene"	pseudogene
chrX	HGNC:30640	SSXP3	SSX family pseudogene 3	pseudogene
chrX	HGNC:54954	S100A11P5	S100A11 pseudogene 5	pseudogene
chrX	HGNC:11339	SSX5	SSX family member 5	gene with protein product
chrX	HGNC:43403	RNA5SP503	"RNA, 5S ribosomal pseudogene 503"	pseudogene
chrX	HGNC:54956	S100A11P7	S100A11 pseudogene 7	pseudogene
chrX	HGNC:11335	SSX1	SSX family member 1	gene with protein product
chrX	HGNC:54955	S100A11P6	S100A11 pseudogene 6	pseudogene
chrX	HGNC:30199	SSXP8	SSX family pseudogene 8	pseudogene
chrX	HGNC:19655	SSX9P	"SSX family member 9, pseudogene"	pseudogene
chrX	HGNC:30645	SSXP9	SSX family pseudogene 9	pseudogene
chrX	HGNC:54958	S100A11P9	S100A11 pseudogene 9	pseudogene
chrX	HGNC:11337	SSX3	SSX family member 3	gene with protein product
chrX	HGNC:11338	SSX4	SSX family member 4	gene with protein product
chrX	HGNC:16880	SSX4B	SSX family member 4B	gene with protein product
chrX	HGNC:30643	SSXP6	SSX family pseudogene 6	pseudogene
chrX	HGNC:30644	SSXP7	SSX family pseudogene 7	pseudogene
chrX	HGNC:18070	SLC38A5	solute carrier family 38 member 5	gene with protein product
chrX	HGNC:13254	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1	gene with protein product
chrX	HGNC:55859	PORCN-DT	PORCN divergent transcript	"RNA, long non-coding"
chrX	HGNC:17652	PORCN	porcupine O-acyltransferase	gene with protein product
chrX	HGNC:3133	EBP	EBP cholestenol delta-isomerase	gene with protein product
chrX	HGNC:8092	TBC1D25	TBC1 domain family member 25	gene with protein product
chrX	HGNC:9900	RBM3	RNA binding motif protein 3	gene with protein product
chrX	HGNC:29704	MRPL32P1	MRPL32 pseudogene 1	pseudogene
chrX	HGNC:14352	WDR13	WD repeat domain 13	gene with protein product
chrX	HGNC:37438	VN1R110P	vomeronasal 1 receptor 110 pseudogene	pseudogene
chrX	HGNC:12731	WAS	WASP actin nucleation promoting factor	gene with protein product
chrX	HGNC:11479	SUV39H1	SUV39H1 histone lysine methyltransferase	gene with protein product
chrX	HGNC:48019	RNU6-1056P	"RNA, U6 small nuclear 1056, pseudogene"	pseudogene
chrX	HGNC:33358	GLOD5	glyoxalase domain containing 5	gene with protein product
chrX	HGNC:55880	ACAA2P1	ACAA2 pseudogene 1	pseudogene
chrX	HGNC:34273	RNU6-29P	"RNA, U6 small nuclear 29, pseudogene"	pseudogene
chrX	HGNC:4170	GATA1	GATA binding protein 1	gene with protein product
chrX	HGNC:14064	HDAC6	histone deacetylase 6	gene with protein product
chrX	HGNC:5174	ERAS	ES cell expressed Ras	gene with protein product
chrX	HGNC:17301	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	gene with protein product
chrX	HGNC:17310	TIMM17B	translocase of inner mitochondrial membrane 17B	gene with protein product
chrX	HGNC:9330	PQBP1	polyglutamine binding protein 1	gene with protein product
chrX	HGNC:11022	SLC35A2	solute carrier family 35 member A2	gene with protein product
chrX	HGNC:8987	PIM2	"Pim-2 proto-oncogene, serine/threonine kinase"	gene with protein product
chrX	HGNC:25402	OTUD5	OTU deubiquitinase 5	gene with protein product
chrX	HGNC:47685	RNU6-722P	"RNA, U6 small nuclear 722, pseudogene"	pseudogene
chrX	HGNC:6237	KCND1	potassium voltage-gated channel subfamily D member 1	gene with protein product
chrX	HGNC:18706	GRIPAP1	GRIP1 associated protein 1	gene with protein product
chrX	HGNC:11752	TFE3	transcription factor binding to IGHM enhancer 3	gene with protein product
chrX	HGNC:28910	CCDC120	coiled-coil domain containing 120	gene with protein product
chrX	HGNC:28911	PRAF2	PRA1 domain family member 2	gene with protein product
chrX	HGNC:28912	WDR45	WD repeat domain 45	gene with protein product
chrX	HGNC:46988	RNU4-52P	"RNA, U4 small nuclear 52, pseudogene"	pseudogene
chrX	HGNC:30677	GPKOW	G-patch domain and KOW motifs	gene with protein product
chrX	HGNC:46278	RN7SL262P	"RNA, 7SL, cytoplasmic 262, pseudogene"	pseudogene
chrX	HGNC:30006	MAGIX	"MAGI family member, X-linked"	gene with protein product
chrX	HGNC:9087	PLP2	proteolipid protein 2	gene with protein product
chrX	HGNC:6645	PRICKLE3	prickle planar cell polarity protein 3	gene with protein product
chrX	HGNC:11506	SYP	synaptophysin	gene with protein product
chrX	HGNC:40571	SYP-AS1	SYP antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:1393	CACNA1F	calcium voltage-gated channel subunit alpha1 F	gene with protein product
chrX	HGNC:5252	HSPB1P2	heat shock protein family B (small) member 1 pseudogene 2	pseudogene
chrX	HGNC:28909	CCDC22	coiled-coil domain containing 22	gene with protein product
chrX	HGNC:6106	FOXP3	forkhead box P3	gene with protein product
chrX	HGNC:53589	FLICR	FOXP3 regulating long intergenic non-coding RNA	"RNA, long non-coding"
chrX	HGNC:14944	PPP1R3F	protein phosphatase 1 regulatory subunit 3F	gene with protein product
chrX	HGNC:30968	GAGE10	G antigen 10	gene with protein product
chrX	HGNC:17778	GAGE12J	G antigen 12J	gene with protein product
chrX	HGNC:29081	GAGE13	G antigen 13	gene with protein product
chrX	HGNC:26779	GAGE12B	G antigen 12B	gene with protein product
chrX	HGNC:28402	GAGE12C	G antigen 12C	gene with protein product
chrX	HGNC:31904	GAGE12D	G antigen 12D	gene with protein product
chrX	HGNC:31905	GAGE12E	G antigen 12E	gene with protein product
chrX	HGNC:31906	GAGE12F	G antigen 12F	gene with protein product
chrX	HGNC:31907	GAGE12G	G antigen 12G	gene with protein product
chrX	HGNC:31908	GAGE12H	G antigen 12H	gene with protein product
chrX	HGNC:4099	GAGE2A	G antigen 2A	gene with protein product
chrX	HGNC:4098	GAGE1	G antigen 1	gene with protein product
chrX	HGNC:12670	VDAC1P2	voltage dependent anion channel 1 pseudogene 2	pseudogene
chrX	HGNC:10525	SALL1P1	spalt like transcription factor 1 pseudogene 1	pseudogene
chrX	HGNC:4107	PAGE1	PAGE family member 1	gene with protein product
chrX	HGNC:4108	PAGE4	PAGE family member 4	gene with protein product
chrX	HGNC:27249	USP27X-DT	USP27X divergent transcript	"RNA, long non-coding"
chrX	HGNC:13486	USP27X	ubiquitin specific peptidase 27 X-linked	gene with protein product
chrX	HGNC:54959	CPSF1P2	CPSF1 pseudogene 2	pseudogene
chrX	HGNC:2023	CLCN5	chloride voltage-gated channel 5	gene with protein product
chrX	HGNC:47384	RNU6-421P	"RNA, U6 small nuclear 421, pseudogene"	pseudogene
chrX	HGNC:32795	MIR532	microRNA 532	"RNA, micro"
chrX	HGNC:31559	MIR188	microRNA 188	"RNA, micro"
chrX	HGNC:32134	MIR500A	microRNA 500a	"RNA, micro"
chrX	HGNC:32022	MIR362	microRNA 362	"RNA, micro"
chrX	HGNC:32135	MIR501	microRNA 501	"RNA, micro"
chrX	HGNC:38223	MIR500B	microRNA 500b	"RNA, micro"
chrX	HGNC:32916	MIR660	microRNA 660	"RNA, micro"
chrX	HGNC:32136	MIR502	microRNA 502	"RNA, micro"
chrX	HGNC:31855	PYY3	peptide YY 3 (pseudogene)	pseudogene
chrX	HGNC:374	AKAP4	A-kinase anchoring protein 4	gene with protein product
chrX	HGNC:18709	CCNB3	cyclin B3	gene with protein product
chrX	HGNC:32395	DGKK	diacylglycerol kinase kappa	gene with protein product
chrX	HGNC:29215	SHROOM4	shroom family member 4	gene with protein product
chrX	HGNC:47898	RNU6-935P	"RNA, U6 small nuclear 935, pseudogene"	pseudogene
chrX	HGNC:42981	H3P44	H3 histone pseudogene 44	pseudogene
chrX	HGNC:1068	BMP15	bone morphogenetic protein 15	gene with protein product
chrX	HGNC:39097	HMGB1P15	high mobility group box 1 pseudogene 15	pseudogene
chrX	HGNC:50342	LINC01284	long intergenic non-protein coding RNA 1284	"RNA, long non-coding"
chrX	HGNC:17621	NUDT10	nudix hydrolase 10	gene with protein product
chrX	HGNC:33738	EZHIP	EZH inhibitory protein	gene with protein product
chrX	HGNC:18011	NUDT11	nudix hydrolase 11	gene with protein product
chrX	HGNC:51162	LINC01496	long intergenic non-protein coding RNA 1496	"RNA, long non-coding"
chrX	HGNC:35067	TRE-CTC18-1	tRNA-Glu (CTC) 18-1	"RNA, transfer"
chrX	HGNC:43880	CENPVL3	centromere protein V like 3	gene with protein product
chrX	HGNC:43879	CENPVL2	centromere protein V like 2	gene with protein product
chrX	HGNC:31851	CENPVL1	centromere protein V like 1	gene with protein product
chrX	HGNC:4622	GSPT2	G1 to S phase transition 2	gene with protein product
chrX	HGNC:6813	MAGED1	MAGE family member D1	gene with protein product
chrX	HGNC:47467	RNU6-504P	"RNA, U6 small nuclear 504, pseudogene"	pseudogene
chrX	HGNC:39837	IPO7P1	importin 7 pseudogene 1	pseudogene
chrX	HGNC:54960	UQCR10P1	UQCR10 pseudogene 1	pseudogene
chrX	HGNC:44566	TPMTP3	thiopurine S-methyltransferase pseudogene 3	pseudogene
chrX	HGNC:22880	MAGED4B	MAGE family member D4B	gene with protein product
chrX	HGNC:33623	SNORA11E	"small nucleolar RNA, H/ACA box 11E"	"RNA, small nucleolar"
chrX	HGNC:23793	MAGED4	MAGE family member D4	gene with protein product
chrX	HGNC:33622	SNORA11D	"small nucleolar RNA, H/ACA box 11D"	"RNA, small nucleolar"
chrX	HGNC:50167	MIR8088	microRNA 8088	"RNA, micro"
chrX	HGNC:4112	XAGE2	X antigen family member 2	gene with protein product
chrX	HGNC:39699	RBM22P6	RNA binding motif protein 22 pseudogene 6	pseudogene
chrX	HGNC:4111	XAGE1A	X antigen family member 1A	gene with protein product
chrX	HGNC:39700	RBM22P7	RNA binding motif protein 22 pseudogene 7	pseudogene
chrX	HGNC:25400	XAGE1B	X antigen family member 1B	gene with protein product
chrX	HGNC:39704	RBM22P11	RNA binding motif protein 22 pseudogene 11	pseudogene
chrX	HGNC:30641	SSXP4	SSX family pseudogene 4	pseudogene
chrX	HGNC:30637	SSXP1	SSX family pseudogene 1	pseudogene
chrX	HGNC:19654	SSX8P	"SSX family member 8, pseudogene"	pseudogene
chrX	HGNC:19653	SSX7	SSX family member 7	gene with protein product
chrX	HGNC:43404	RNA5SP504	"RNA, 5S ribosomal pseudogene 504"	pseudogene
chrX	HGNC:30642	SSXP5	SSX family pseudogene 5	pseudogene
chrX	HGNC:54961	S100A11P10	S100A11 pseudogene 10	pseudogene
chrX	HGNC:11336	SSX2	SSX family member 2	gene with protein product
chrX	HGNC:22263	SSX2B	SSX family member 2B	gene with protein product
chrX	HGNC:54957	S100A11P8	S100A11 pseudogene 8	pseudogene
chrX	HGNC:33178	SPANXN5	SPANX family member N5	gene with protein product
chrX	HGNC:30930	XAGE5	X antigen family member 5	gene with protein product
chrX	HGNC:45101	EIF4A2P4	eukaryotic translation initiation factor 4A2 pseudogene 4	pseudogene
chrX	HGNC:14618	XAGE3	X antigen family member 3	gene with protein product
chrX	HGNC:31962	FAM156B	family with sequence similarity 156 member B	gene with protein product
chrX	HGNC:30114	FAM156A	family with sequence similarity 156 member A	gene with protein product
chrX	HGNC:18186	GPR173	G protein-coupled receptor 173	gene with protein product
chrX	HGNC:24358	TSPYL2	TSPY like 2	gene with protein product
chrX	HGNC:49510	KANTR	KANTR integral membrane protein	gene with protein product
chrX	HGNC:34133	RNU7-37P	"RNA, U7 small nuclear 37 pseudogene"	pseudogene
chrX	HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	pseudogene
chrX	HGNC:11114	KDM5C	lysine demethylase 5C	gene with protein product
chrX	HGNC:50210	MIR6895	microRNA 6895	"RNA, micro"
chrX	HGNC:49938	MIR6894	microRNA 6894	"RNA, micro"
chrX	HGNC:29059	IQSEC2	IQ motif and Sec7 domain ArfGEF 2	gene with protein product
chrX	HGNC:35583	RPSAP62	ribosomal protein SA pseudogene 62	pseudogene
chrX	HGNC:54962	MPV17L2P1	MPV17L2 pseudogene 1	pseudogene
chrX	HGNC:11111	SMC1A	structural maintenance of chromosomes 1A	gene with protein product
chrX	HGNC:50263	MIR6857	microRNA 6857	"RNA, micro"
chrX	HGNC:26537	RIBC1	RIB43A domain with coiled-coils 1	gene with protein product
chrX	HGNC:4800	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	gene with protein product
chrX	HGNC:54963	TIPINP1	TIPIN pseudogene 1	pseudogene
chrX	HGNC:23027	VTRNA3-1P	"vault RNA 3-1, pseudogene"	pseudogene
chrX	HGNC:30892	HUWE1	"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1"	gene with protein product
chrX	HGNC:31649	MIR98	microRNA 98	"RNA, micro"
chrX	HGNC:31484	MIRLET7F2	microRNA let-7f-2	"RNA, micro"
chrX	HGNC:54964	MRPL32P2	MRPL32 pseudogene 2	pseudogene
chrX	HGNC:44530	MRPS18CP7	MRPS18C pseudogene 7	pseudogene
chrX	HGNC:43405	RNA5SP505	"RNA, 5S ribosomal pseudogene 505"	pseudogene
chrX	HGNC:20672	PHF8	PHD finger protein 8	gene with protein product
chrX	HGNC:16949	FAM120C	family with sequence similarity 120C	gene with protein product
chrX	HGNC:36201	RPL37P24	ribosomal protein L37 pseudogene 24	pseudogene
chrX	HGNC:14543	WNK3	WNK lysine deficient protein kinase 3	gene with protein product
chrX	HGNC:35754	RPL7AP71	ribosomal protein L7a pseudogene 71	pseudogene
chrX	HGNC:47397	RNU6-434P	"RNA, U6 small nuclear 434, pseudogene"	pseudogene
chrX	HGNC:25455	TSR2	TSR2 ribosome maturation factor	gene with protein product
chrX	HGNC:3663	FGD1	"FYVE, RhoGEF and PH domain containing 1"	gene with protein product
chrX	HGNC:25553	GNL3L	G protein nucleolar 3 like	gene with protein product
chrX	HGNC:42465	PGAM4P1	phosphoglycerate mutase family member 4 pseudogene 1	pseudogene
chrX	HGNC:28907	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6	gene with protein product
chrX	HGNC:16353	MAGED2	MAGE family member D2	gene with protein product
chrX	HGNC:32599	SNORA11	"small nucleolar RNA, H/ACA box 11"	"RNA, small nucleolar"
chrX	HGNC:12326	TRO	trophinin	gene with protein product
chrX	HGNC:52190	SNORA11G	"small nucleolar RNA, H/ACA box 11G"	"RNA, small nucleolar"
chrX	HGNC:8872	PFKFB1	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	gene with protein product
chrX	HGNC:17889	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2	gene with protein product
chrX	HGNC:397	ALAS2	5'-aminolevulinate synthase 2	gene with protein product
chrX	HGNC:31805	PAGE2B	PAGE family member 2B	gene with protein product
chrX	HGNC:54965	HDGFL3P1	HDGFL3 pseudogene 1	pseudogene
chrX	HGNC:31804	PAGE2	PAGE family member 2	gene with protein product
chrX	HGNC:25085	FAM104B	family with sequence similarity 104 member B	gene with protein product
chrX	HGNC:52117	MTCO1P52	MT-CO1 pseudogene 52	pseudogene
chrX	HGNC:42125	MTND2P24	MT-ND2 pseudogene 24	pseudogene
chrX	HGNC:35048	NMTRQ-TTG1-1	nuclear-encoded mitochondrial tRNA-Gln (TTG) 1-1	"RNA, transfer"
chrX	HGNC:42079	MTND1P30	MT-ND1 pseudogene 30	pseudogene
chrX	HGNC:37167	MTRNR2L10	MT-RNR2 like 10 (pseudogene)	pseudogene
chrX	HGNC:51402	SNORA109	"small nucleolar RNA, H/ACA box 109"	"RNA, small nucleolar"
chrX	HGNC:29992	PAGE5	PAGE family member 5	gene with protein product
chrX	HGNC:4110	PAGE3	PAGE family member 3	gene with protein product
chrX	HGNC:41730	MIR4536-1	microRNA 4536-1	"RNA, micro"
chrX	HGNC:43525	MIR4536-2	microRNA 4536-2	"RNA, micro"
chrX	HGNC:24092	MAGEH1	MAGE family member H1	gene with protein product
chrX	HGNC:23086	USP51	ubiquitin specific peptidase 51	gene with protein product
chrX	HGNC:54966	PSMA5P1	PSMA5 pseudogene 1	pseudogene
chrX	HGNC:30469	FOXR2	forkhead box R2	gene with protein product
chrX	HGNC:19901	RRAGB	Ras related GTP binding B	gene with protein product
chrX	HGNC:6351	KLF8	KLF transcription factor 8	gene with protein product
chrX	HGNC:54891	GOT2P6	GOT2 pseudogene 6	pseudogene
chrX	HGNC:35846	RPL23AP83	ribosomal protein L23a pseudogene 83	pseudogene
chrX	HGNC:12509	UBQLN2	ubiquilin 2	gene with protein product
chrX	HGNC:50713	NBDY	negative regulator of P-body association	gene with protein product
chrX	HGNC:12583	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1	pseudogene
chrX	HGNC:27272	SPIN3	spindlin family member 3	gene with protein product
chrX	HGNC:54967	SPIN2P1	SPIN2 family pseudogene 1	pseudogene
chrX	HGNC:33147	SPIN2B	spindlin family member 2B	gene with protein product
chrX	HGNC:26440	FAAH2	fatty acid amide hydrolase 2	gene with protein product
chrX	HGNC:20694	SPIN2A	spindlin family member 2A	gene with protein product
chrX	HGNC:16327	PPP1R11P2	protein phosphatase 1 regulatory inhibitor subunit 11 pseudogene 2	pseudogene
chrX	HGNC:7433	MTHFD1P1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 pseudogene 1	pseudogene
chrX	HGNC:13199	ZXDB	zinc finger X-linked duplicated B	gene with protein product
chrX	HGNC:29887	NLRP2B	NLR family pyrin domain containing 2B	gene with protein product
chrX	HGNC:54968	MDH1P1	MDH1 pseudogene 1	pseudogene
chrX	HGNC:13198	ZXDA	zinc finger X-linked duplicated A	gene with protein product
chrX	HGNC:48924	MYCLP2	MYCL pseudogene 2	pseudogene
chrX	HGNC:33369	KRT8P17	keratin 8 pseudogene 17	pseudogene
chrX	HGNC:54972	SSBL2P	"small RNA binding exonuclease protection factor La like 2, pseudogene"	pseudogene
chrX	HGNC:42080	MTND1P31	MT-ND1 pseudogene 31	pseudogene
chrX	HGNC:42126	MTND2P25	MT-ND2 pseudogene 25	pseudogene
chrX	HGNC:38030	ZFRP1	zinc finger RNA binding protein pseudogene 1	pseudogene
chrX	HGNC:41177	SPIN4-AS1	SPIN4 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:38655	CBX1P1	chromobox 1 pseudogene 1	pseudogene
chrX	HGNC:27040	SPIN4	spindlin family member 4	gene with protein product
chrX	HGNC:28090	LINC01278	long intergenic non-protein coding RNA 1278	"RNA, long non-coding"
chrX	HGNC:14561	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	gene with protein product
chrX	HGNC:41401	ARHGEF9-IT1	ARHGEF9 intronic transcript 1	"RNA, long non-coding"
chrX	HGNC:38572	BTF3P8	basic transcription factor 3 pseudogene 8	pseudogene
chrX	HGNC:35250	MIR1468	microRNA 1468	"RNA, micro"
chrX	HGNC:5038	HNRNPDP1	heterogeneous nuclear ribonucleoprotein D pseudogene 1	pseudogene
chrX	HGNC:26837	AMER1	APC membrane recruitment protein 1	gene with protein product
chrX	HGNC:46815	RN7SL799P	"RNA, 7SL, cytoplasmic 799, pseudogene"	pseudogene
chrX	HGNC:19763	ASB12	ankyrin repeat and SOCS box containing 12	gene with protein product
chrX	HGNC:16825	MTMR8	myotubularin related protein 8	gene with protein product
chrX	HGNC:54976	KPNA4P1	KPNA4 pseudogene 1	pseudogene
chrX	HGNC:53808	PFN5P	"profilin 5, pseudogene"	pseudogene
chrX	HGNC:10841	SHC1P1	SHC adaptor protein 1 pseudogene 1	pseudogene
chrX	HGNC:39028	YWHAZP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 7	pseudogene
chrX	HGNC:33379	KRT8P27	keratin 8 pseudogene 27	pseudogene
chrX	HGNC:41970	GRPEL2P2	GRPEL2 pseudogene 2	pseudogene
chrX	HGNC:51427	BLOC1S2P1	BLOC1S2 pseudogene 1	pseudogene
chrX	HGNC:24931	ZC4H2	zinc finger C4H2-type containing	gene with protein product
chrX	HGNC:17407	ZC3H12B	zinc finger CCCH-type containing 12B	gene with protein product
chrX	HGNC:35141	CCT4P2	chaperonin containing TCP1 subunit 4 pseudogene 2	pseudogene
chrX	HGNC:35425	MORF4L1P5	mortality factor 4 like 1 pseudogene 5	pseudogene
chrX	HGNC:54977	PRXL2CP1	PRXL2C pseudogene 1	pseudogene
chrX	HGNC:39438	TLE1P1	TLE family member 1 pseudogene 1	pseudogene
chrX	HGNC:54978	AP1M2P1	AP1M2 pseudogene 1	pseudogene
chrX	HGNC:25726	LAS1L	LAS1 like ribosome biogenesis factor	gene with protein product
chrX	HGNC:24690	FRMD8P1	FERM domain containing 8 pseudogene 1	pseudogene
chrX	HGNC:7373	MSN	moesin	gene with protein product
chrX	HGNC:23107	NANOGP9	Nanog homeobox pseudogene 9	pseudogene
chrX	HGNC:3480	ETF1P3	eukaryotic translation termination factor 1 pseudogene 3	pseudogene
chrX	HGNC:54656	CCNYL5	cyclin Y like 5 (pseudogene)	pseudogene
chrX	HGNC:54979	RBMXP5	RBMX pseudogene 5	pseudogene
chrX	HGNC:54520	MIR223HG	MIR223 host gene	"RNA, long non-coding"
chrX	HGNC:31603	MIR223	microRNA 223	"RNA, micro"
chrX	HGNC:17032	VSIG4	V-set and immunoglobulin domain containing 4	gene with protein product
chrX	HGNC:54980	ATXN7L3P1	ATXN7L3 pseudogene 1	pseudogene
chrX	HGNC:37942	EIF4BP9	eukaryotic translation initiation factor 4B pseudogene 9	pseudogene
chrX	HGNC:4866	HEPH	hephaestin	gene with protein product
chrX	HGNC:54981	MTFR1P1	MTFR1 pseudogene 1	pseudogene
chrX	HGNC:21462	GPR165P	"G protein-coupled receptor 165, pseudogene"	pseudogene
chrX	HGNC:44244	PKMP2	pyruvate kinase M1/2 pseudogene 2	pseudogene
chrX	HGNC:17756	EDA2R	ectodysplasin A2 receptor	gene with protein product
chrX	HGNC:47357	RNU6-394P	"RNA, U6 small nuclear 394, pseudogene"	pseudogene
chrX	HGNC:644	AR	androgen receptor	gene with protein product
chrX	HGNC:56212	NXTAR	negative expression of androgen receptor regulating lncRNA	"RNA, long non-coding"
chrX	HGNC:51428	BMI1P1	"BMI1 proto-oncogene, polycomb ring finger pseudogene 1"	pseudogene
chrX	HGNC:8148	OPHN1	oligophrenin 1	gene with protein product
chrX	HGNC:8897	PGK1P1	phosphoglycerate kinase 1 pseudogene 1	pseudogene
chrX	HGNC:48188	RNU6-1225P	"RNA, U6 small nuclear 1225, pseudogene"	pseudogene
chrX	HGNC:50797	AKIRIN1P2	akirin 1 pseudogene 2	pseudogene
chrX	HGNC:28304	YIPF6	Yip1 domain family member 6	gene with protein product
chrX	HGNC:47208	RNU6-245P	"RNA, U6 small nuclear 245, pseudogene"	pseudogene
chrX	HGNC:35666	RPL31P63	ribosomal protein L31 pseudogene 63	pseudogene
chrX	HGNC:49364	COX6CP12	cytochrome c oxidase subunit 6C pseudogene 12	pseudogene
chrX	HGNC:19161	STARD8	StAR related lipid transfer domain containing 8	gene with protein product
chrX	HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	pseudogene
chrX	HGNC:32247	SERBP1P1	SERPINE1 mRNA binding protein 1 pseudogene 1	pseudogene
chrX	HGNC:3226	EFNB1	ephrin B1	gene with protein product
chrX	HGNC:16648	PJA1	praja ring finger ubiquitin ligase 1	gene with protein product
chrX	HGNC:39379	HMGN1P35	high mobility group nucleosome binding domain 1 pseudogene 35	pseudogene
chrX	HGNC:26586	LINC00269	long intergenic non-protein coding RNA 269	"RNA, long non-coding"
chrX	HGNC:24417	CYCSP43	CYCS pseudogene 43	pseudogene
chrX	HGNC:30701	NALF2	NALCN channel auxiliary factor 2	gene with protein product
chrX	HGNC:3157	EDA	ectodysplasin A	gene with protein product
chrX	HGNC:43406	RNA5SP506	"RNA, 5S ribosomal pseudogene 506"	pseudogene
chrX	HGNC:9443	PRKXP2	PRKX pseudogene 2	pseudogene
chrX	HGNC:44248	CNOT7P1	CCR4-NOT transcription complex subunit 7 pseudogene 1	pseudogene
chrX	HGNC:38880	MIR676	microRNA 676	"RNA, micro"
chrX	HGNC:23251	AWAT2	acyl-CoA wax alcohol acyltransferase 2	gene with protein product
chrX	HGNC:32312	OTUD6A	OTU deubiquitinase 6A	gene with protein product
chrX	HGNC:51997	MTCYBP31	MT-CYB pseudogene 31	pseudogene
chrX	HGNC:51990	MTND6P31	MT-ND6 pseudogene 31	pseudogene
chrX	HGNC:51958	MTND5P39	MT-ND5 pseudogene 39	pseudogene
chrX	HGNC:42218	MTND4P31	MT-ND4 pseudogene 31	pseudogene
chrX	HGNC:5461	IGBP1	immunoglobulin binding protein 1	gene with protein product
chrX	HGNC:23250	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6	gene with protein product
chrX	HGNC:46597	RN7SL581P	"RNA, 7SL, cytoplasmic 581, pseudogene"	pseudogene
chrX	HGNC:23252	AWAT1	acyl-CoA wax alcohol acyltransferase 1	gene with protein product
chrX	HGNC:43407	RNA5SP507	"RNA, 5S ribosomal pseudogene 507"	pseudogene
chrX	HGNC:8542	P2RY4	pyrimidinergic receptor P2Y4	gene with protein product
chrX	HGNC:710	ARR3	arrestin 3	gene with protein product
chrX	HGNC:18293	RAB41	"RAB41, member RAS oncogene family"	gene with protein product
chrX	HGNC:28034	PDZD11	PDZ domain containing 11	gene with protein product
chrX	HGNC:13339	KIF4A	kinesin family member 4A	gene with protein product
chrX	HGNC:54982	TRAPPC2LP1	TRAPPC2L pseudogene 1	pseudogene
chrX	HGNC:42473	RNY4P23	RNY4 pseudogene 23	pseudogene
chrX	HGNC:25974	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	gene with protein product
chrX	HGNC:2902	DLG3	discs large MAGUK scaffold protein 3	gene with protein product
chrX	HGNC:47017	RNU4-81P	"RNA, U4 small nuclear 81, pseudogene"	pseudogene
chrX	HGNC:40182	DLG3-AS1	DLG3 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:11733	TEX11	testis expressed 11	gene with protein product
chrX	HGNC:52238	SNORD3E	"small nucleolar RNA, C/D box 3E"	"RNA, small nucleolar"
chrX	HGNC:54983	WASHC3P1	WASHC3 pseudogene 1	pseudogene
chrX	HGNC:11061	SLC7A3	solute carrier family 7 member 3	gene with protein product
chrX	HGNC:35982	RPS23P8	ribosomal protein S23 pseudogene 8	pseudogene
chrX	HGNC:50458	NUTF2P7	nuclear transport factor 2 pseudogene 7	pseudogene
chrX	HGNC:48398	RNU1-56P	"RNA, U1 small nuclear 56, pseudogene"	pseudogene
chrX	HGNC:44600	SOCS5P4	suppressor of cytokine signaling 5 pseudogene 4	pseudogene
chrX	HGNC:14976	SNX12	sorting nexin 12	gene with protein product
chrX	HGNC:7139	FOXO4	forkhead box O4	gene with protein product
chrX	HGNC:33713	CXorf65	chromosome X open reading frame 65	gene with protein product
chrX	HGNC:6010	IL2RG	interleukin 2 receptor subunit gamma	gene with protein product
chrX	HGNC:11957	MED12	mediator complex subunit 12	gene with protein product
chrX	HGNC:14289	NLGN3	neuroligin 3	gene with protein product
chrX	HGNC:4283	GJB1	gap junction protein beta 1	gene with protein product
chrX	HGNC:13054	ZMYM3	zinc finger MYM-type containing 3	gene with protein product
chrX	HGNC:7871	NONO	non-POU domain containing octamer binding	gene with protein product
chrX	HGNC:6154	ITGB1BP2	integrin subunit beta 1 binding protein 2	gene with protein product
chrX	HGNC:54987	ZCRB1P1	ZCRB1 pseudogene 1	pseudogene
chrX	HGNC:54953	RHOG2P	"RHOG family member 2, pseudogene"	pseudogene
chrX	HGNC:11535	TAF1	TATA-box binding protein associated factor 1	gene with protein product
